,elevation_13,slope_13,aspect_13,placurv_13,procurv_13,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide,train
6908,2138.0,16.699244,180.0,-0.0,-60.0,0.0,3,118,62,8,44,6,64,9,13,7,2,25,0.12217194570135746,0.76,0.49918347913755123,0.716136,0.7110686426133916,0.8455361863731615,Low,High,Medium,High,High,High,Very Low,High,Medium,High,High,Very High,1,1
4211,175.0,0.0,270.0,0.0,0.0,0.0,6,30,25,4,1,5,2,7,4,3,2,20,0.02556818181818182,0.0,0.48926929139477865,0.0012330484,0.0401888047900165,0.030372562656980212,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4345,154.0,2.263636,108.43495,-0.0,-10.0,21.944056686013937,7,122,49,1,1,5,2,7,2,3,2,67,0.02556818181818182,0.0,0.4892312284718932,0.0020920855,0.01626112891682027,0.03346631336753227,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3048,166.0,6.0544987,315.0,8.0,18.0,0.0597947053611278,1,141,49,1,1,5,2,7,4,2,2,20,0.02556818181818182,0.01,0.48547460046084623,0.0019785827,0.033395435823839734,0.03870756801813559,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3001,320.0,4.044691,225.0,10.0,-10.0,0.1078255549073219,7,79,49,7,1,5,2,7,4,4,2,64,0.02556818181818182,0.0,0.48372193888873044,0.000555251,0.01806609688314384,0.042987521692848606,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
1113,227.0,0.0,270.0,0.0,0.0,121.14976501837371,5,24,8,1,1,5,2,7,2,4,2,79,0.20710059171597633,0.0525,0.49843412124187925,0.2289847,0.2585739951056608,0.1306509800383842,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Low,Low,Very Low,0,1
305,2554.0,0.0,270.0,0.0,0.0,10.71292485576123,2,44,11,1,11,3,41,5,11,7,1,76,0.4534005037783375,0.25,0.5025732196012263,0.41224506,0.8059108294988753,0.762734841445575,Medium,Low,Medium,Medium,High,High,Medium,Low,Medium,Medium,Very High,High,0,1
4369,66.0,2.8624053,270.0,-0.0,-10.0,0.0670482497662305,7,131,49,7,1,5,2,7,4,3,2,22,0.02556818181818182,0.0,0.48518413414052397,0.0013369604,0.015184501286870046,0.032959930815253675,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
6850,1717.0,24.227745,270.0,-0.0,90.0,70.19330276362598,1,65,11,1,24,4,6,5,5,3,1,36,0.8617245005257623,0.9971591916491782,0.5050663050800102,0.9913932,0.6327513096681018,0.9379196170873382,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1,1
8452,2827.0,0.0,270.0,0.0,0.0,115.68938380479813,2,107,12,1,28,3,44,5,2,7,1,55,0.8617245005257623,0.9930952380952379,0.5059131353026362,0.9765181,0.9777451840487957,0.9922091988860934,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
4972,180.0,0.0,270.0,0.0,0.0,0.0,1,24,8,1,1,5,2,7,2,6,2,69,0.02556818181818182,0.02,0.48987196731121757,0.012541619,0.09674409903331077,0.10667648553729019,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
7508,527.0,5.710593,90.0,-0.0,-20.0,105.56501082144678,6,144,22,1,37,3,62,4,2,7,2,32,0.5529661016949152,0.9,0.5029691585825979,0.94256395,0.45388393708767194,0.7418480498291831,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,Very High,Medium,High,1,1
4154,120.0,2.8624053,180.0,-0.0,10.0,112.79814224597068,1,72,47,5,1,5,2,7,4,2,1,15,0.20710059171597633,0.04,0.49555757974266884,0.011000184,0.364351254370342,0.17975752672616482,Low,Low,Medium,Low,Medium,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0,1
5569,1029.0,35.598537,192.09476,-19.537573,130.46243,68.6673793438822,3,148,8,1,16,3,55,5,2,7,2,1,0.6535269709543569,0.16,0.5003442132067967,0.12419357,0.5074944488380433,0.5162847536828998,Medium,Low,Medium,Low,Medium,Medium,High,Very Low,Medium,Very Low,Medium,Medium,0,1
6814,1283.0,35.26439,261.8699,22.4,-137.6,39.81094718258828,7,29,11,7,1,5,2,7,4,7,1,77,0.8617245005257623,0.77,0.49938041084181395,0.874513,0.26343306737465777,0.29484829364057663,High,High,Medium,High,Low,Low,Very High,High,Medium,Very High,Low,Low,1,1
3561,216.0,8.984877,161.56505,-12.0,28.0,17.94698124844581,2,101,41,1,28,3,46,4,9,2,2,43,0.02556818181818182,0.04,0.49165603901209454,0.013516219,0.05018537434939942,0.03118422356964256,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
1704,284.0,24.748625,310.6013,33.40206,83.40206,0.0755200777202844,5,24,8,1,1,5,2,7,2,7,2,53,0.02556818181818182,0.0,0.48750957921536403,0.0048624794,0.06934944064752238,0.06259838659411861,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4205,28.0,0.0,270.0,0.0,0.0,0.0,3,17,20,7,23,4,37,5,4,1,2,43,0.02556818181818182,0.0,0.48765871188488774,0.002282259,0.04192875704159186,0.04864085780865232,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
6600,1645.0,8.530766,0.0,-0.0,-30.0,27.97216984629631,4,32,34,1,17,4,33,5,2,7,1,7,0.8617245005257623,0.904,0.5024797001893003,0.90759784,0.6655139775724426,0.673261236113032,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,High,1,1
9390,969.0,29.686934,285.25513,20.307693,100.30769,23.592018451541666,3,40,8,2,1,5,14,9,2,7,2,53,0.6535269709543569,0.97,0.5004046438779677,0.95347106,0.30811673719830507,0.5811158997775667,Medium,High,Medium,High,Low,Medium,High,Very High,Medium,Very High,Low,Medium,1,1
1445,674.0,0.0,270.0,0.0,0.0,0.5864302879199386,2,33,13,1,42,3,31,5,10,3,1,15,0.17533718689788053,0.15,0.4966682831391292,0.20600875,0.33297657275791176,0.2923538254165545,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Low,Low,Low,0,1
6359,1175.0,19.290047,90.0,-0.0,-70.0,166.07535190600902,3,4,54,1,23,4,8,7,2,6,1,63,0.6535269709543569,0.9588235294117646,0.5064519821112579,0.97480077,0.8605912720980665,0.8980358281110009,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1,1
5717,191.0,16.699244,180.0,-0.0,-60.0,0.9541779402643442,5,24,8,1,1,5,2,7,2,8,2,3,0.02556818181818182,0.01,0.48984604450770936,0.0028850178,0.11817292799507778,0.05229974361873512,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
92,2691.0,11.309933,270.0,-0.0,-40.0,22.83971674926579,3,44,11,1,11,3,41,5,11,7,1,55,0.8617245005257623,0.19286080586080587,0.5022985709513061,0.39476782,0.8450072751425058,0.8920763423320656,High,Low,Medium,Medium,High,High,Very High,Very Low,Medium,Low,Very High,Very High,0,1
9589,774.0,8.530766,270.0,-0.0,-30.0,43.18215580750257,3,76,15,2,29,3,22,4,2,7,2,77,0.5529661016949152,0.7864300202839756,0.4985698324084887,0.6809823,0.19417101596536035,0.17097997990321573,Medium,High,Medium,High,Low,Low,Medium,High,Medium,High,Very Low,Very Low,1,1
9698,255.0,13.342364,161.56505,9.411765,-40.588238,0.0943062677979469,4,157,23,1,41,3,36,5,2,7,2,2,0.02556818181818182,0.67,0.4908068129917595,0.40426543,0.10906702180607614,0.08973208680791625,Low,High,Medium,Medium,Low,Low,Very Low,High,Medium,Medium,Very Low,Very Low,1,1
9264,30.0,2.8624053,90.0,-0.0,10.0,217.88598811160773,6,34,42,1,37,3,2,7,10,3,2,21,0.20710059171597633,0.85,0.4995706417674876,0.8733265,0.5909770343105376,0.23564349709808138,Low,High,Medium,High,Medium,Low,Low,Very High,Medium,Very High,Medium,Low,1,1
3867,465.0,2.8624053,270.0,-0.0,-10.0,36.5348041029647,7,86,49,3,1,5,3,7,3,7,2,53,0.17533718689788053,0.0,0.4929269988484481,0.0142496945,0.08802354410783719,0.06885429478283094,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
2486,469.0,2.8624053,90.0,-0.0,10.0,35.311979215592146,3,117,62,8,44,6,64,9,13,2,2,13,0.17533718689788053,0.16153846153846152,0.4998984057541414,0.081382856,0.26973646751516256,0.2168170597390455,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0,1
7066,2742.0,23.842636,298.7398,-18.0,-58.0,39.414505034685135,2,151,14,1,43,4,63,5,2,7,1,55,0.8617245005257623,0.9498039215686275,0.5030930214107419,0.9564632,0.9210932337063487,0.8566022149865038,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
1566,14.0,9.520203,333.43494,30.0,-30.0,2.565496753901243,7,146,18,7,23,4,2,7,4,5,2,36,0.02556818181818182,0.02,0.4909934427353113,0.015974704,0.025075085632969858,0.050389374756664516,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4330,59.0,3.0357237,315.0,-12.5,7.5,0.0880833361297845,7,131,49,7,1,5,2,7,4,3,2,22,0.02556818181818182,0.0,0.48423668654029456,0.0014814361,0.016122055362765345,0.03861893867434201,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
6414,1551.0,2.8624053,90.0,-0.0,-10.0,187.6783963078633,1,65,11,1,24,4,6,5,5,6,1,36,0.8617245005257623,1.0,0.5080809433842918,0.9981505,0.9548121245003778,0.9919929777529135,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
2018,75.0,0.0,270.0,0.0,0.0,0.0,4,60,28,1,37,3,32,5,8,3,2,28,0.02556818181818182,0.02,0.4915119841960998,0.012532983,0.059675156742308874,0.027888979978852795,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
5869,417.0,2.8624053,90.0,-0.0,10.0,62.00580049771816,3,75,60,1,23,4,2,7,2,7,1,77,0.5529661016949152,0.785,0.4980562804402674,0.62132806,0.280372365892469,0.29407050039973504,Medium,High,Medium,Medium,Low,Low,Medium,High,Medium,High,Low,Low,1,1
605,1605.0,12.942409,157.61986,6.0,26.0,93.93104798533022,4,99,61,1,37,3,9,5,2,7,1,35,0.8617245005257623,0.3813753753753754,0.5054738484243291,0.31124762,0.7045719261570224,0.872467759119637,High,Medium,Medium,Low,High,High,Very High,Low,Medium,Low,High,Very High,0,1
4993,171.0,2.8624053,270.0,-0.0,-10.0,27.241685347631574,7,77,49,1,1,5,2,7,4,6,2,68,0.02556818181818182,0.0,0.4895082601306379,0.001835791,0.04374067356334596,0.04191919693682966,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3362,163.0,0.0,270.0,0.0,0.0,45.65956829208881,7,161,49,7,1,5,2,7,4,3,2,9,0.20710059171597633,0.0,0.4914270680078499,0.009374151,0.03814708083681692,0.056537545533113145,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
961,207.0,16.808315,204.44395,-40.0,50.0,133.57488925661892,3,124,58,1,1,5,2,7,2,8,1,50,0.20710059171597633,0.08,0.4958140013625692,0.049919218,0.5348319653960267,0.4388201017092437,Low,Low,Medium,Low,Medium,Medium,Low,Very Low,Medium,Very Low,Medium,Medium,0,1
466,1967.0,7.0541315,135.0,-6.0,24.0,2.4910367960110307,3,45,11,1,11,3,41,5,8,7,1,9,0.4534005037783375,0.10391304347826087,0.5001643369253331,0.115534894,0.7252646347887637,0.7852380217182372,Medium,Low,Medium,Low,High,High,Medium,Very Low,Medium,Very Low,High,High,0,1
3031,430.0,8.530766,90.0,-0.0,30.0,99.48068756982684,4,64,23,1,1,5,2,7,9,7,2,3,0.5529661016949152,0.28,0.4997135842775895,0.39647204,0.40350975709526693,0.2826236093689214,Medium,Low,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,Medium,Low,0,1
9263,1029.0,0.0,270.0,0.0,0.0,10.610763685777783,3,81,38,1,1,5,2,7,2,7,1,77,0.4534005037783375,0.8660869565217391,0.49768531659779414,0.83470154,0.27558049724467615,0.1917287013328866,Medium,High,Medium,High,Low,Low,Medium,Very High,Medium,Very High,Low,Very Low,1,1
6998,1532.0,10.825044,191.30994,12.941176,-37.058823,114.3599018054083,3,148,8,1,16,3,55,5,2,8,2,1,0.8617245005257623,0.9159999999999999,0.5047772762392669,0.94420725,0.862622832200325,0.9480727384684011,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
7982,1005.0,0.0,270.0,0.0,0.0,126.85519593581556,2,37,11,1,37,3,24,5,2,7,2,53,0.6535269709543569,0.9,0.5038051848005207,0.9079148,0.7872540564671485,0.8825439590594124,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,High,Very High,1,1
1269,585.0,5.710593,90.0,-0.0,-20.0,85.78428184706718,4,164,55,1,29,3,25,5,2,7,1,62,0.5529661016949152,0.32,0.504687607745356,0.31533876,0.33977381245211075,0.6190297972328506,Medium,Low,Medium,Low,Medium,Medium,Medium,Low,Medium,Low,Low,High,0,1
9712,1374.0,5.710593,180.0,-0.0,-20.0,2.516799867153168,2,49,11,1,38,3,59,4,11,3,2,3,0.4534005037783375,0.89,0.5014740335536662,0.92679566,0.3708063858515581,0.628027725973685,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,Low,High,1,1
4633,51.0,0.0,270.0,0.0,0.0,59.42236465867609,7,16,8,7,1,5,2,7,4,6,2,22,0.20710059171597633,0.09086206896551724,0.494726207714214,0.13347736,0.14744622757778325,0.08360835149919303,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4916,206.0,43.7914,50.29008,-17.073172,-47.07317,0.5105308499187231,6,121,1,1,27,4,2,7,4,7,2,53,0.02556818181818182,0.01,0.4869179655881609,0.007589259,0.030120614709595435,0.04870154536608764,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
6858,948.0,14.036243,0.0,-0.0,-50.0,105.776951007545,3,40,8,2,1,5,14,9,2,7,2,23,0.6535269709543569,0.98,0.5053547521713795,0.9727446,0.6880770538909862,0.8456221671671467,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,High,Very High,1,1
3633,54.0,5.710593,90.0,-0.0,-20.0,309.682697580196,3,145,19,1,29,3,54,4,12,2,2,43,0.20710059171597633,0.08,0.4992637929621913,0.12176252,0.866703322574821,0.3196904642646495,Low,Low,Medium,Low,High,Low,Low,Very Low,Medium,Very Low,Very High,Low,0,1
5216,120.0,5.710593,90.0,-0.0,20.0,34.801446774974465,5,163,49,1,1,5,2,7,2,6,2,9,0.02556818181818182,0.0,0.49179131918009567,0.015319634,0.059805054754640416,0.04699504794787276,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8586,1345.0,2.8624053,180.0,-0.0,-10.0,50.29982278961688,3,40,8,2,1,5,14,9,2,7,2,23,0.8617245005257623,0.9998823529411764,0.5071466016546984,0.99145097,0.6546353697993319,0.9127130462025348,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1,1
7428,1170.0,24.227745,90.0,-0.0,-90.0,134.00316498149186,3,40,8,2,1,5,14,9,2,7,1,60,0.6535269709543569,0.9880769230769231,0.5057500317717237,0.9888086,0.8646352105303738,0.9223043978084283,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1,1
9632,405.0,0.0,270.0,0.0,0.0,141.15265383571386,4,64,23,1,1,5,2,7,9,7,2,3,0.5529661016949152,0.91,0.501424880471316,0.922315,0.6512515888380087,0.4147340394848371,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,High,Medium,1,1
8081,1332.0,0.0,270.0,0.0,0.0,62.359598451294005,1,117,62,8,44,6,64,9,13,6,1,36,0.8617245005257623,1.0,0.5070653393751062,0.99478465,0.8988369136649247,0.9277880125196537,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
338,1254.0,16.168741,262.5686,-12.162163,57.837837,26.43816524744033,3,76,15,2,29,3,22,4,2,7,2,4,0.8617245005257623,0.13,0.5000443995117789,0.09981737,0.3688914522760117,0.424897473796212,High,Low,Medium,Low,Medium,Medium,Very High,Very Low,Medium,Very Low,Low,Medium,0,1
8928,1640.0,0.0,270.0,0.0,0.0,61.80576379969716,4,99,61,1,37,3,9,5,2,7,1,29,0.8617245005257623,0.9352773361596891,0.5058427705849664,0.91527253,0.6749607218441265,0.7689787550593103,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,High,1,1
4743,302.0,31.693441,238.24052,86.05882,-93.94118,110.2920153895393,3,124,58,1,1,5,2,7,2,7,1,50,0.20710059171597633,0.05,0.49619938002813463,0.040050972,0.32672057468856747,0.15143254720260496,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0,1
7353,2045.0,29.734274,246.8014,-0.0,-30.0,35.92994008585811,3,40,8,2,1,5,14,9,2,7,2,53,0.8617245005257623,0.9969331656738227,0.505094892619637,0.98089397,0.6270574208046882,0.9325627885471464,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1,1
7397,1777.0,6.37937,26.565052,-20.0,20.0,31.885698549449444,3,40,8,2,1,5,14,9,2,4,2,53,0.8617245005257623,0.97,0.5037439591068087,0.96076727,0.4319465466056033,0.8370376101641357,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1,1
389,2315.0,53.42406,310.48602,-177.64877,192.35124,8.312361299991608,3,40,8,2,1,5,14,9,2,7,2,53,0.4534005037783375,0.09,0.497847415587983,0.10728825,0.5824250271259478,0.27363822354209366,Medium,Low,Medium,Low,Medium,Low,Medium,Very Low,Medium,Very Low,Medium,Low,0,1
9623,1377.0,0.0,270.0,0.0,0.0,53.85888105165213,3,0,62,8,44,6,64,9,13,6,1,36,0.8617245005257623,1.0,0.5104065244846065,0.99743634,0.9115376330256287,0.9436456723261946,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
3521,439.0,38.529625,312.4552,137.0607,-112.9393,68.66530267521739,3,26,22,2,35,4,35,5,2,6,1,54,0.5529661016949152,0.10166666666666666,0.49631436842348653,0.04573086,0.40134495916928825,0.14375375497061732,Medium,Low,Medium,Low,Medium,Low,Medium,Very Low,Medium,Very Low,Medium,Very Low,0,1
6059,224.0,2.8624053,0.0,-0.0,-10.0,248.0518966251984,4,91,43,1,37,3,56,4,4,2,2,46,0.20710059171597633,0.97,0.49857550419550467,0.943439,0.7306131043350533,0.41654134576705154,Low,High,Medium,High,High,Medium,Low,Very High,Medium,Very High,High,Medium,1,1
436,2572.0,21.80141,270.0,-0.0,-80.0,0.0,2,151,14,1,43,4,63,5,2,8,1,55,0.12217194570135746,0.05,0.49797142260339333,0.05383724,0.8519123067475125,0.5893140542380839,Low,Low,Medium,Low,High,Medium,Very Low,Very Low,Medium,Very Low,Very High,Medium,0,1
5,2291.0,12.334205,120.96375,-7.5,-7.5,9.841026708483696,6,144,22,1,37,3,62,4,2,7,2,1,0.4534005037783375,0.17,0.502608894644581,0.14924176,0.582890384251764,0.7502069010433261,Medium,Low,Medium,Low,Medium,High,Medium,Very Low,Medium,Very Low,Medium,High,0,1
8950,1721.0,5.710593,270.0,-0.0,-20.0,67.09241665620357,3,40,8,2,1,5,14,9,2,7,2,53,0.8617245005257623,0.9992573529411765,0.5061261290299396,0.9845301,0.7485183400929413,0.9575488436093819,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1,1
2160,226.0,0.0,270.0,0.0,0.0,88.07490131724626,4,157,23,1,41,3,36,5,2,8,2,2,0.20710059171597633,0.12,0.5002717670587408,0.22962004,0.4801245047664004,0.6301826134384338,Low,Low,Medium,Low,Medium,Medium,Low,Very Low,Medium,Low,Medium,High,0,1
9498,2469.0,0.0,270.0,0.0,0.0,61.639362634159625,2,44,11,1,11,3,41,5,11,6,1,35,0.8617245005257623,0.9994904458598726,0.5071272295293967,0.99507785,0.9197739857339461,0.9827567671101947,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
2157,451.0,39.79782,27.718502,-78.0,132.0,0.7102622743695974,4,157,23,1,41,3,36,5,2,7,2,2,0.17533718689788053,0.06,0.492985894039086,0.048316464,0.09389923807414337,0.13954668685022759,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3082,150.0,16.699244,0.0,-0.0,60.0,2.1673134360462427,1,112,49,1,1,5,2,7,4,3,2,68,0.02556818181818182,0.01,0.4879161073673338,0.0012421979,0.017737498699305264,0.04139854609312877,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
583,2084.0,16.699244,180.0,-0.0,60.0,0.0,3,119,33,1,28,3,54,4,2,7,1,60,0.12217194570135746,0.021111111111111112,0.4958898983195103,0.07977004,0.5637358789763467,0.29307973866529835,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Medium,Low,0,1
8041,505.0,13.089463,126.25384,-36.0,34.0,58.104217731393874,2,33,13,1,42,3,31,5,10,3,1,15,0.5529661016949152,0.85,0.5009107499620453,0.8269091,0.45392625234867534,0.465668665292319,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,Medium,Medium,1,1
2882,135.0,2.8624053,270.0,-0.0,10.0,0.9358914662152528,6,121,1,1,27,4,2,7,4,3,2,12,0.02556818181818182,0.0,0.48929592578566666,0.0021743763,0.045796251481272685,0.029100487732614116,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3058,29.0,0.0,270.0,0.0,0.0,76.98026608861983,7,155,11,1,11,3,36,5,6,2,2,45,0.20710059171597633,0.030862068965517242,0.4934300061377421,0.007926437,0.06287432777987156,0.051303498868962495,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
5379,196.0,5.710593,270.0,-0.0,-20.0,0.0,6,62,53,1,24,4,2,7,2,7,2,21,0.02556818181818182,0.03,0.48941469255850306,0.011300321,0.07257347852243118,0.04292902372323249,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
7259,2119.0,2.8624053,270.0,-0.0,-10.0,68.4583443030715,2,125,12,1,23,4,2,7,2,7,1,72,0.8617245005257623,0.949056362698604,0.5030867535705986,0.90337,0.8237760009257702,0.9400757146917511,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
8436,679.0,0.0,270.0,0.0,0.0,88.24786554276943,4,92,8,1,1,5,2,7,2,7,2,8,0.5529661016949152,0.8746755009696185,0.5019860913311147,0.8707764,0.4975054081552983,0.39786585056046003,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,Medium,Low,1,1
4760,14.0,6.37937,63.434948,-12.0,18.0,45.30546597391367,3,117,62,8,44,6,64,9,13,2,2,73,0.20710059171597633,0.02,0.49593265360977806,0.03788291,0.12034774164282412,0.17243747056078038,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3045,130.0,0.0,270.0,0.0,0.0,30.44109672121704,7,131,49,7,1,5,2,7,4,4,3,53,0.02556818181818182,0.01,0.49228718681718775,0.0038640648,0.01182618732630973,0.06364025467353938,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8599,612.0,0.0,270.0,0.0,0.0,26.147850703448057,3,137,8,2,1,5,2,7,8,7,2,4,0.17533718689788053,0.8775,0.499629966217863,0.8746753,0.22362710650034986,0.25703135357018647,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Low,Low,1,1
4739,857.0,16.699244,90.0,-0.0,60.0,1.6405085325241089,3,81,38,1,1,5,2,7,2,7,1,77,0.4534005037783375,0.01,0.4951650066117199,0.048233707,0.1489778665673803,0.08377324440871307,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4666,128.0,0.0,270.0,0.0,0.0,0.1099195629358291,4,133,9,7,1,5,2,7,4,6,2,66,0.02556818181818182,0.0,0.4898193626926936,0.0051601296,0.03641796489621159,0.06845156858606372,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
5166,250.0,2.8624053,90.0,-0.0,10.0,7.888025380671024,7,79,49,7,1,5,2,7,4,4,2,64,0.02556818181818182,0.0,0.48704724522529247,0.002011656,0.01705365645067645,0.042331655747867014,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
9246,1686.0,0.0,270.0,0.0,0.0,0.4333943743258714,2,45,11,1,11,3,41,5,8,8,1,27,0.12217194570135746,0.75,0.4999817392859884,0.7568539,0.7314194207030961,0.7825578979843052,Low,High,Medium,High,High,High,Very Low,High,Medium,High,High,High,1,1
2695,557.0,17.650969,135.0,-0.0,90.0,48.19261152297258,4,136,57,1,1,5,2,7,11,4,1,50,0.5529661016949152,0.115,0.49906688595190823,0.12943682,0.11338409710223846,0.0991206234277619,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Very Low,Very Low,0,1
1618,611.0,27.197277,265.8151,9.529412,79.52941,3.074333466589451,4,134,24,1,19,4,28,5,2,7,1,6,0.17533718689788053,0.07,0.4964816243474856,0.060805555,0.22631819415286192,0.13015567688068905,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0,1
3,1252.0,5.710593,270.0,-0.0,-20.0,0.0,2,49,11,1,38,3,59,4,11,4,2,3,0.12217194570135746,0.22,0.4978103353628849,0.16331397,0.3979022213967898,0.6487645735523884,Low,Low,Medium,Low,Medium,Medium,Very Low,Low,Medium,Very Low,Low,High,0,1
2850,326.0,0.0,270.0,0.0,0.0,13.28691951651126,1,64,23,1,1,5,2,7,9,6,2,4,0.02556818181818182,0.03,0.4955943756613313,0.03040098,0.18141992695103693,0.12287860259555347,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
